Application,Repeat Count,IP Protocol,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),Packets Sent,Packets Received,Session End Reason,Risk of app,Label,Packets per second,Bytes per second,Average packet size
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1960.0,876.0,1084.0,18.0,41.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.43902439024390244,47.80487804878049,108.88888888888889
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,2262.0,1052.0,1210.0,23.0,50.0,12.0,11.0,tcp-rst-from-server,4.0,Slowloris,0.46,45.24,98.34782608695652
web-browsing,1.0,tcp,2578.0,1230.0,1348.0,26.0,75.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3466666666666667,34.373333333333335,99.15384615384616
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,2596.0,1248.0,1348.0,26.0,75.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3466666666666667,34.61333333333334,99.84615384615384
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1680.0,734.0,946.0,15.0,60.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.25,28.0,112.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,12.0,8.0,0.0,aged-out,1.0,Slowloris,0.6666666666666666,49.333333333333336,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1682.0,736.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,56.06666666666667,112.13333333333334
web-browsing,1.0,tcp,2296.0,1080.0,1216.0,22.0,62.0,11.0,11.0,tcp-fin,4.0,Slowloris,0.3548387096774194,37.03225806451613,104.36363636363636
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,12.0,8.0,0.0,aged-out,1.0,Slowloris,0.6666666666666666,49.333333333333336,74.0
web-browsing,1.0,tcp,655.0,581.0,74.0,7.0,3.0,6.0,1.0,0,4.0,Slowloris,2.3333333333333335,218.33333333333334,93.57142857142857
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,655.0,581.0,74.0,7.0,3.0,6.0,1.0,0,4.0,Slowloris,2.3333333333333335,218.33333333333334,93.57142857142857
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1986.0,902.0,1084.0,18.0,46.0,9.0,9.0,tcp-fin,4.0,Slowloris,0.391304347826087,43.17391304347826,110.33333333333333
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,2599.0,1251.0,1348.0,26.0,85.0,13.0,13.0,tcp-fin,4.0,Slowloris,0.3058823529411765,30.576470588235296,99.96153846153847
web-browsing,1.0,tcp,1978.0,900.0,1078.0,19.0,90.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.2111111111111111,21.977777777777778,104.10526315789474
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1977.0,899.0,1078.0,19.0,90.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.2111111111111111,21.966666666666665,104.05263157894737
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1828.0,816.0,1012.0,17.0,60.0,9.0,8.0,tcp-rst-from-server,4.0,Slowloris,0.2833333333333333,30.466666666666665,107.52941176470588
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1554.0,667.0,887.0,14.0,12.0,8.0,6.0,tcp-rst-from-client,4.0,Slowloris,1.1666666666666667,129.5,111.0
web-browsing,1.0,tcp,1976.0,898.0,1078.0,19.0,90.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.2111111111111111,21.955555555555556,104.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
web-browsing,1.0,tcp,1644.0,698.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,54.8,109.6
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,12425.0,667.0,11758.0,20.0,34.0,8.0,12.0,tcp-rst-from-client,4.0,Slowloris,0.5882352941176471,365.44117647058823,621.25
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,299.0,225.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,74.75
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1680.0,734.0,946.0,15.0,61.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.2459016393442623,27.540983606557376,112.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1924.0,846.0,1078.0,19.0,90.0,10.0,9.0,tcp-rst-from-server,4.0,Slowloris,0.2111111111111111,21.377777777777776,101.26315789473684
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1691.0,745.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,56.36666666666667,112.73333333333333
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
incomplete,1.0,tcp,592.0,592.0,0.0,8.0,11.0,8.0,0.0,aged-out,1.0,Slowloris,0.7272727272727273,53.81818181818182,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,5826.0,2960.0,2866.0,73.0,31.0,37.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3548387096774195,187.93548387096774,79.8082191780822
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1461.0,640.0,821.0,12.0,8.0,7.0,5.0,tcp-rst-from-client,4.0,Slowloris,1.5,182.625,121.75
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,5902.0,3035.0,2867.0,74.0,31.0,38.0,36.0,tcp-rst-from-client,4.0,Slowloris,2.3870967741935485,190.38709677419354,79.75675675675676
web-browsing,1.0,tcp,301.0,227.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
incomplete,1.0,tcp,74.0,74.0,0.0,1.0,0.0,1.0,0.0,aged-out,1.0,Slowloris,0.0,0.0,74.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,1647.0,695.0,952.0,14.0,21.0,7.0,7.0,tcp-fin,4.0,Slowloris,0.6666666666666666,78.42857142857143,117.64285714285714
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,433.0,359.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,108.25
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
web-browsing,1.0,tcp,300.0,226.0,74.0,4.0,0.0,3.0,1.0,0,4.0,Slowloris,0.0,0.0,75.0
web-browsing,1.0,tcp,1690.0,744.0,946.0,15.0,30.0,8.0,7.0,tcp-rst-from-server,4.0,Slowloris,0.5,56.333333333333336,112.66666666666667
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,aged-out,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,0,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-fin,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-client,3.0,DoS,0.0,0.0,60.0
dns-base,1.0,udp,60.0,60.0,0.0,1.0,0.0,1.0,0.0,tcp-rst-from-server,3.0,DoS,0.0,0.0,60.0
