,Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,Bytes,Bytes Sent,Bytes Received,Packets,Start Time,Elapsed Time (sec),Category,Unnamed: 38,Sequence Number,Action Flags,Source Country,Destination Country,Unnamed: 43,Packets Sent,Packets Received,Session End Reason,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,Action Source,Source VM UUID,Destination VM UUID,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,SCTP Association ID,SCTP Chunks,SCTP Chunks Sent,SCTP Chunks Received,UUID for rule,HTTP/2 Connection,link_change_count,policy_id,link_switches,sdwan_cluster,sdwan_device_type,sdwan_cluster_type,sdwan_site,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,Source Dynamic Address Group,Destination Dynamic Address Group,session_owner,High Res Timestamp,nssai_sst,nssai_sd,Subcategory of app,Category of app,Technology of app,Risk of app,Characteristic of app,Container of app,Tunneled app,SaaS of app,Sanctioned State of app,offloaded
7424,1,2025/03/03 15:42:33,21201168048,TRAFFIC,start,2562,2025/03/03 15:42:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:42:33,109,1,47274,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:42:33,0,any,,7477495945886695482,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:42:33.398+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1230,1,2025/03/03 15:49:56,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:56,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:56,2506,1,35850,80,0,0,0x1c,tcp,allow,1648,696,952,14,2025/03/03 15:49:14,27,any,,7477495945886701676,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,7,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:56.379+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5677,1,2025/03/03 15:44:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:44:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:44:40,834,1,52424,80,0,0,0x1b,tcp,allow,1974,896,1078,19,2025/03/03 15:43:55,30,any,,7477495945886697229,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:44:40.251+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1609,1,2025/03/03 15:49:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:40,3425,1,40756,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:35,0,any,,7477495945886701297,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:40.250+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
4694,1,2025/03/03 15:46:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:46:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:02,1177,1,48438,80,0,0,0x1b,tcp,allow,1674,728,946,15,2025/03/03 15:45:17,30,any,,7477495945886698212,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:02.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4967,1,2025/03/03 15:45:16,21201168048,TRAFFIC,start,2562,2025/03/03 15:45:16,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:16,1442,1,50776,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:45:17,0,any,,7477495945886697939,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:17.069+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3929,1,2025/03/03 15:47:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:02,1643,1,52596,80,0,0,0x1b,tcp,allow,1931,853,1078,19,2025/03/03 15:45:17,90,any,,7477495945886698977,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:02.379+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2899,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2198,1,42608,80,0,0,0x1c,tcp,allow,1599,712,887,14,2025/03/03 15:47:18,38,any,,7477495945886700007,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.337+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6825,1,2025/03/03 15:43:09,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:09,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:09,708,1,38176,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:43:07,0,any,,7477495945886696081,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:09.138+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3982,1,2025/03/03 15:47:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:02,1585,1,52086,80,0,0,0x1b,tcp,allow,1939,861,1078,19,2025/03/03 15:45:17,90,any,,7477495945886698924,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:02.339+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3003,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2157,1,42258,80,0,0,0x1c,tcp,allow,1561,674,887,14,2025/03/03 15:47:17,39,any,,7477495945886699903,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.254+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6781,1,2025/03/03 15:43:18,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:18,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:18,79,1,47006,80,0,0,0x1b,tcp,allow,5465,2737,2728,68,2025/03/03 15:42:33,29,any,,7477495945886696125,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,34,34,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:18.252+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5706,1,2025/03/03 15:44:39,21201168048,TRAFFIC,start,2562,2025/03/03 15:44:39,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:44:39,1155,1,51644,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:44:35,0,any,,7477495945886697200,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:44:39.145+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3532,1,2025/03/03 15:47:32,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:32,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:32,1868,1,50590,80,0,0,0x1b,tcp,allow,1549,669,880,13,2025/03/03 15:46:47,30,any,,7477495945886699374,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,6,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:32.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2952,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2355,1,41608,80,0,0,0x1c,tcp,allow,1414,593,821,12,2025/03/03 15:47:48,8,any,,7477495945886699954,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,5,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
657,1,2025/03/03 15:50:37,21201168048,TRAFFIC,end,2562,2025/03/03 15:50:37,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:37,2766,1,38322,80,0,0,0x1c,tcp,allow,2270,1054,1216,22,2025/03/03 15:49:15,65,any,,7477495945886702249,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,11,11,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:37.250+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
790,1,2025/03/03 15:50:25,21201168048,TRAFFIC,start,2562,2025/03/03 15:50:25,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:25,3990,1,40592,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:50:25,0,any,,7477495945886702116,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:25.271+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6425,1,2025/03/03 15:43:23,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:23,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:23,696,1,38072,80,0,0,0x1c,tcp,allow,1602,715,887,14,2025/03/03 15:43:07,1,any,,7477495945886696481,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:23.254+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7223,1,2025/03/03 15:42:33,21201168048,TRAFFIC,start,2562,2025/03/03 15:42:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:42:33,310,1,49108,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:42:33,0,any,,7477495945886695683,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:42:33.610+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6734,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,141,1,47594,80,0,0,0x1b,tcp,allow,5727,2867,2860,72,2025/03/03 15:42:33,31,any,,7477495945886696172,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,36,36,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.253+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2561,1,2025/03/03 15:49:14,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:14,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:14,2561,1,36406,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:15,0,any,,7477495945886700345,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:14.862+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6817,1,2025/03/03 15:43:09,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:09,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:09,716,1,38270,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:43:07,0,any,,7477495945886696089,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:09.138+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1359,1,2025/03/03 15:49:54,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:54,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:54,2455,1,35386,80,0,0,0x1c,tcp,allow,1629,677,952,14,2025/03/03 15:49:14,22,any,,7477495945886701547,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,7,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:54.191+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6773,1,2025/03/03 15:43:18,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:18,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:18,91,1,47106,80,0,0,0x1b,tcp,allow,5621,2827,2794,70,2025/03/03 15:42:33,30,any,,7477495945886696133,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,35,35,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:18.252+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2347,1,2025/03/03 15:49:15,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:15,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:15,2775,1,38412,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:15,0,any,,7477495945886700559,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:15.456+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5664,1,2025/03/03 15:44:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:44:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:44:40,812,1,52226,80,0,0,0x1b,tcp,allow,1971,893,1078,19,2025/03/03 15:43:55,30,any,,7477495945886697242,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:44:40.251+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2845,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2319,1,41316,80,0,0,0x1c,tcp,allow,1415,594,821,12,2025/03/03 15:47:48,8,any,,7477495945886700061,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,5,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.378+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5489,1,2025/03/03 15:45:00,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:00,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:00,982,1,53670,80,0,0,0x1b,tcp,allow,2224,1014,1210,23,2025/03/03 15:43:55,50,any,,7477495945886697417,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,12,11,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:00.337+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5679,1,2025/03/03 15:44:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:44:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:44:40,842,1,52504,80,0,0,0x1b,tcp,allow,1932,854,1078,19,2025/03/03 15:43:55,30,any,,7477495945886697227,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:44:40.251+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6544,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,410,1,35464,80,0,0,0x1c,tcp,allow,1429,608,821,12,2025/03/03 15:43:04,0,any,,7477495945886696362,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,5,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.379+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
